from,to,exp,tol,peso,sensibilidad,especificidad,obligatorio
a40,x385,0.86,0.42,0.51,0.97,0.74,True
a40,x1273,0.84,0.19,0.57,0.53,0.21,False
a40,x1314,0.9,0.48,0.62,0.54,0.36,False
a40,x1080,0.8,0.34,0.9,0.43,0.6,False
a40,x772,0.78,0.42,0.38,0.95,0.54,False
a40,x2867,0.71,0.47,0.88,0.42,0.56,False
a40,x141,0.62,0.27,0.52,0.87,0.59,False
a40,x69,0.91,0.23,0.44,0.83,0.36,False
a40,x656,0.69,0.49,0.27,0.39,0.54,False
a40,x2341,0.67,0.16,0.38,0.45,0.24,True
a40,x2492,0.74,0.43,0.52,0.67,0.31,True
a40,x240,0.71,0.17,1.0,0.33,0.79,False
a40,x2496,0.64,0.47,0.65,0.47,0.72,True
a40,x2410,0.9,0.12,0.35,0.71,0.43,False
a40,x2985,0.83,0.35,0.67,0.86,0.66,True
a41,x2710,0.99,0.17,0.83,0.32,0.34,False
a41,x243,0.93,0.32,0.52,0.85,0.61,True
a41,x769,0.62,0.16,0.37,0.84,0.53,False
a41,x825,0.66,0.42,0.45,0.57,0.24,False
a41,x2126,0.5,0.17,0.2,0.87,0.2,True
a41,x520,0.86,0.15,0.21,0.87,0.86,False
a41,x651,0.94,0.28,0.71,0.88,0.91,False
a41,x2919,0.69,0.11,0.7,0.82,0.21,False
a41,x75,0.67,0.15,0.62,0.38,0.73,True
a41,x1645,0.65,0.47,0.85,0.99,0.23,True
a41,x625,0.75,0.39,0.35,0.37,0.54,True
a41,x840,0.91,0.48,0.52,0.42,0.23,True
a41,x212,0.53,0.26,0.66,0.86,0.82,False
a41,x142,0.67,0.44,0.44,0.4,0.35,False
a41,x291,0.53,0.25,0.38,0.92,0.2,False
a41,x443,0.58,0.49,0.97,0.97,0.58,True
a41,x2718,0.72,0.15,0.39,0.41,0.24,False
a42,x2759,0.52,0.11,0.93,0.79,0.79,False
a42,x2930,0.77,0.45,0.39,0.99,0.32,False
a42,x2988,0.83,0.24,0.91,0.35,0.8,False
a42,x2572,0.76,0.27,0.23,0.46,0.9,True
a42,x429,0.7,0.12,0.99,0.52,0.51,True
a42,x1215,0.55,0.43,0.84,0.42,0.55,False
a42,x1379,0.8,0.35,0.82,0.65,0.94,False
a42,x2873,0.52,0.39,0.93,0.36,0.79,False
a42,x2257,0.78,0.44,0.41,0.56,0.72,False
a42,x590,0.98,0.45,0.66,0.5,0.92,True
a42,x1653,0.98,0.3,0.5,0.49,0.37,True
a42,x1326,0.71,0.45,0.43,0.57,0.64,False
a42,x1495,0.8,0.25,0.67,0.35,0.49,True
a42,x586,0.53,0.26,0.94,0.8,0.25,False
a42,x692,0.74,0.22,0.28,0.84,0.83,True
a43,x649,0.81,0.16,0.95,0.86,0.59,False
a43,x2859,0.7,0.47,0.58,0.46,0.56,False
a43,x1632,0.62,0.39,0.56,0.62,0.74,True
a43,x2363,0.77,0.35,0.68,0.34,0.73,True
a43,x1546,0.83,0.36,0.34,0.64,0.79,False
a43,x1481,0.58,0.37,0.44,0.64,0.36,True
a43,x1193,0.79,0.1,0.71,0.98,0.85,False
a43,x2946,0.51,0.29,0.83,0.63,0.74,False
a43,x2422,0.61,0.41,0.56,0.92,0.56,True
a43,x2685,0.81,0.28,0.31,0.61,0.51,True
a43,x863,0.72,0.33,0.72,0.53,0.4,True
a43,x2886,0.96,0.42,0.67,0.63,0.44,True
a44,x1397,0.91,0.39,0.4,0.99,0.54,True
a44,x1587,0.94,0.15,0.82,0.49,0.72,True
a44,x2326,0.74,0.45,0.22,0.68,0.42,False
a44,x2671,0.81,0.22,0.76,0.86,0.64,False
a44,x2100,0.85,0.46,0.58,0.34,0.29,False
a44,x1822,0.65,0.42,0.97,0.41,0.77,True
a44,x48,0.72,0.46,0.57,0.73,0.29,True
a44,x1809,0.86,0.17,0.52,0.8,0.5,False
a44,x578,0.6,0.47,0.63,0.72,0.94,True
a44,x496,0.6,0.25,0.58,0.52,0.58,True
a44,x933,0.53,0.43,0.68,0.46,0.82,True
a44,x2522,0.74,0.49,0.39,0.79,0.57,False
a44,x253,0.78,0.17,0.63,0.82,0.98,True
a44,x725,0.56,0.45,0.73,0.67,0.43,False
a44,x772,0.59,0.25,0.65,0.52,0.85,False
a44,x1535,0.86,0.21,0.45,0.7,0.24,False
a45,x1246,0.77,0.24,0.4,0.33,0.94,True
a45,x2508,0.8,0.28,0.22,0.75,0.3,True
a45,x1872,0.97,0.33,0.26,0.67,0.23,False
a45,x2527,0.88,0.35,0.79,0.84,0.36,False
a45,x2046,0.81,0.11,0.68,0.64,0.77,True
a45,x2993,0.56,0.49,0.92,0.42,0.42,False
a45,x2738,0.68,0.33,0.61,0.65,0.74,False
a45,x530,0.73,0.49,0.74,0.83,0.71,True
a45,x2101,0.75,0.22,0.24,0.39,0.24,False
a45,x1396,0.88,0.38,0.42,0.43,0.33,False
a46,x2045,0.67,0.28,0.96,0.33,0.76,True
a46,x1596,0.54,0.42,0.49,0.43,0.39,True
a46,x2437,0.63,0.47,0.29,0.66,0.69,True
a46,x2192,0.98,0.31,0.22,0.86,0.37,False
a46,x392,0.51,0.13,0.4,0.37,0.29,True
a47,x1537,0.92,0.35,0.68,0.64,0.69,True
a47,x2030,0.74,0.46,0.73,0.73,0.24,False
a47,x1030,0.99,0.48,0.97,0.97,0.47,True
a47,x1662,0.89,0.21,0.89,0.5,0.86,False
a47,x621,0.82,0.21,0.26,0.95,0.49,True
a47,x2748,0.81,0.5,0.25,0.73,0.79,False
a47,x2063,0.66,0.41,0.78,0.37,0.55,False
a47,x1965,0.99,0.22,0.38,0.35,0.59,True
a47,x1963,0.7,0.46,0.21,0.41,0.98,False
a47,x1904,0.8,0.48,0.67,0.75,0.59,False
a47,x880,0.62,0.26,0.22,0.6,0.36,False
a47,x565,0.98,0.21,0.52,0.37,0.53,False
a47,x2684,0.82,0.12,0.55,0.46,0.24,False
a47,x918,0.52,0.46,0.46,0.35,0.92,True
a47,x791,0.94,0.13,0.79,0.45,0.62,True
a47,x417,0.78,0.4,0.54,0.54,0.77,True
a47,x406,0.8,0.39,0.67,0.89,0.95,True
a47,x2853,0.84,0.29,0.48,0.58,0.24,False
a47,x1706,0.84,0.33,0.56,0.72,0.92,True
a48,x445,0.56,0.26,0.5,0.99,0.98,True
a48,x1573,0.84,0.46,0.63,0.89,0.21,True
a48,x2632,0.97,0.14,0.22,0.83,0.57,False
a48,x1429,0.66,0.11,0.43,0.93,0.84,False
a48,x2473,0.85,0.36,0.88,0.31,0.27,False
a48,x665,0.81,0.36,0.78,0.66,0.7,True
a48,x660,0.96,0.26,0.89,0.92,1.0,False
a48,x1528,0.81,0.23,0.27,0.78,0.43,True
a48,x2841,0.78,0.47,0.41,0.31,0.78,False
a48,x225,0.56,0.4,0.77,0.97,0.38,False
a48,x373,0.87,0.45,0.71,0.87,0.7,True
a48,x119,0.74,0.11,0.89,0.38,0.89,True
a48,x1213,0.98,0.17,0.47,0.93,0.58,False
a48,x556,0.91,0.11,0.82,0.76,0.81,True
a48,x1652,0.55,0.25,0.72,0.89,0.48,True
a48,x1875,0.73,0.49,0.69,0.5,0.28,False
a48,x1324,0.78,0.25,0.52,0.72,0.62,True
a48,x2783,0.85,0.11,0.37,0.9,0.22,True
a48,x179,0.73,0.46,0.52,0.65,0.49,True
a49,x1082,0.89,0.11,0.28,0.93,0.53,False
a49,x1009,0.8,0.18,0.24,0.62,0.75,True
a49,x794,0.71,0.5,0.78,0.63,0.72,True
a49,x1483,0.95,0.32,0.9,0.61,0.99,True
a49,x119,0.57,0.13,0.82,0.3,0.88,False
a49,x2748,0.94,0.24,0.5,0.9,0.64,False
a49,x99,0.54,0.3,0.54,0.89,0.26,True
a49,x1179,0.95,0.47,0.27,0.95,0.44,True
a50,x1096,0.63,0.35,0.82,0.87,0.53,False
a50,x377,0.53,0.25,0.31,0.99,0.68,False
a50,x2719,0.6,0.14,0.34,0.87,0.32,True
a50,x1481,0.91,0.42,0.88,0.74,0.51,False
a50,x2700,0.63,0.47,0.47,1.0,0.6,False
a50,x154,0.79,0.37,0.22,0.73,0.53,False
a50,x1571,0.72,0.25,0.78,0.32,0.89,True
a50,x365,0.92,0.21,0.85,0.37,0.24,True
a50,x1425,1.0,0.3,0.99,0.59,0.66,True
a50,x759,0.52,0.12,0.77,0.3,0.89,True
a50,x429,0.63,0.35,0.63,0.39,0.28,False
a50,x499,0.59,0.17,0.22,0.99,0.21,False
a50,x446,0.69,0.13,0.24,0.36,0.85,False
a50,x845,0.61,0.46,0.43,0.97,0.84,True
a50,x1820,0.61,0.29,0.87,0.5,0.44,True
a51,x2686,0.74,0.14,0.57,0.77,0.81,False
a51,x1498,0.74,0.47,0.43,0.63,0.71,True
a51,x736,0.88,0.48,0.61,0.85,0.67,True
a51,x1795,0.76,0.14,0.46,0.48,0.93,False
a51,x804,0.61,0.24,0.86,0.97,0.38,True
a51,x2820,0.68,0.12,0.49,0.67,0.22,True
a51,x149,0.84,0.36,0.86,0.83,0.76,True
a51,x2839,0.66,0.24,0.33,0.42,0.58,True
a51,x2287,0.61,0.15,0.49,0.42,0.63,True
a51,x545,0.86,0.13,0.34,0.44,0.75,True
a51,x598,0.59,0.33,0.94,0.58,0.51,True
a51,x2230,0.58,0.42,0.58,0.59,0.61,True
a51,x256,0.81,0.11,0.98,0.64,0.36,True
a51,x1995,0.52,0.4,0.54,0.86,0.87,False
a51,x2956,0.9,0.4,0.25,0.48,0.72,False
a51,x535,0.53,0.2,0.45,0.65,0.43,False
a51,x367,0.64,0.46,0.77,0.94,0.37,True
a51,x2753,0.89,0.28,0.96,0.99,0.42,True
a52,x2078,0.72,0.35,0.32,0.76,0.31,False
a52,x1513,0.64,0.25,0.66,0.92,0.65,False
a52,x2165,0.51,0.49,0.28,0.74,0.51,False
a52,x2053,0.92,0.48,0.47,0.95,0.33,True
a52,x2559,0.78,0.38,0.51,0.72,0.89,False
a52,x2780,0.53,0.47,0.79,0.44,0.27,True
a52,x2740,0.93,0.37,0.62,0.34,0.54,True
a52,x1521,0.51,0.23,0.34,0.65,0.39,True
a52,x1593,0.84,0.26,0.23,0.71,0.42,True
a52,x1265,0.5,0.46,0.8,0.31,0.28,False
a52,x2852,0.63,0.32,0.26,0.72,0.57,False
a52,x2558,0.64,0.42,0.27,0.61,0.49,True
a52,x2371,0.56,0.43,0.5,0.74,0.98,False
a52,x36,0.64,0.22,0.57,0.56,0.36,True
a52,x2259,0.67,0.44,0.91,0.6,0.64,False
a52,x386,0.94,0.25,0.28,0.52,0.94,True
a52,x803,0.65,0.41,0.53,0.95,0.32,True
a52,x1022,0.5,0.37,0.34,0.93,0.21,True
a52,x272,0.66,0.42,0.28,0.48,0.24,True
a53,x543,0.87,0.32,0.25,0.46,0.72,False
a53,x2489,0.69,0.32,0.47,0.67,0.26,True
a53,x413,0.84,0.15,0.32,0.71,0.83,False
a53,x1135,0.64,0.49,0.22,0.46,0.32,False
a53,x1717,0.93,0.28,0.26,0.87,0.68,False
a53,x586,0.59,0.41,0.26,0.5,0.69,True
a53,x1475,0.73,0.38,0.72,0.38,0.82,True
a53,x1285,0.75,0.27,0.37,0.93,0.47,False
a53,x229,0.5,0.45,0.93,0.87,0.92,False
a54,x2642,0.96,0.47,0.73,0.62,0.77,False
a54,x547,0.87,0.12,0.32,0.38,0.99,True
a54,x2060,0.81,0.11,0.45,0.51,0.7,False
a54,x1374,0.91,0.26,0.34,0.72,0.51,False
a54,x2905,0.57,0.1,0.47,0.31,0.76,True
a54,x1791,0.66,0.21,0.53,0.78,0.49,True
a55,x1598,0.75,0.26,0.29,0.44,0.56,False
a55,x724,0.76,0.41,0.59,0.49,0.88,True
a55,x1854,0.84,0.25,0.51,0.65,0.25,True
a55,x2935,0.56,0.35,0.34,0.75,0.96,True
a55,x584,0.74,0.12,0.82,0.94,0.94,True
a55,x1546,0.61,0.49,0.64,0.37,0.4,True
a55,x967,0.99,0.45,0.78,0.64,0.57,True
a55,x1607,0.52,0.39,0.89,0.65,0.53,False
a55,x1137,0.84,0.46,0.45,0.39,0.43,False
a55,x2228,0.87,0.2,0.82,0.61,0.25,False
a55,x245,0.75,0.26,0.37,0.63,0.32,True
a55,x2880,0.54,0.12,0.57,0.7,0.68,True
a55,x2536,0.72,0.13,0.47,0.86,0.86,False
a55,x2171,0.99,0.21,0.62,0.94,0.43,False
a56,x1945,0.61,0.4,0.98,0.34,0.89,True
a56,x107,0.69,0.39,0.62,0.81,0.67,True
a56,x2239,0.7,0.15,0.21,0.35,0.3,False
a56,x153,0.69,0.1,0.43,0.76,0.42,False
a56,x171,0.59,0.19,0.89,0.98,0.66,True
a56,x2900,0.67,0.46,0.47,0.86,0.48,False
a56,x1606,0.68,0.13,0.85,0.48,0.44,False
a57,x1240,0.87,0.32,0.92,0.88,0.86,False
a57,x2267,0.91,0.22,0.75,0.85,0.56,True
a57,x2853,0.86,0.49,0.95,0.34,0.22,True
a57,x439,0.93,0.36,0.89,0.45,0.47,False
a57,x1801,0.51,0.12,0.36,0.66,0.23,True
a57,x2605,0.89,0.45,0.35,0.58,0.58,True
a57,x1835,0.73,0.34,0.59,0.68,0.75,False
a57,x734,0.62,0.19,0.65,0.74,0.45,False
a57,x1113,0.57,0.36,0.52,0.37,0.94,False
a57,x2350,0.99,0.25,0.89,0.54,0.83,False
a57,x248,0.81,0.19,0.7,0.73,0.99,True
a57,x1582,0.85,0.42,0.8,0.82,0.7,True
a57,x2671,0.89,0.47,0.22,0.69,0.89,True
a57,x1245,0.5,0.38,0.83,0.84,0.5,True
a57,x2471,0.91,0.45,0.84,0.37,0.51,True
a58,x1050,0.87,0.39,0.86,0.32,0.63,False
a58,x2405,0.96,0.18,0.66,0.31,0.4,False
a58,x2346,0.84,0.49,0.84,0.83,0.44,False
a58,x2072,0.89,0.32,0.48,0.85,0.79,False
a58,x1144,0.89,0.29,0.57,0.56,0.73,False
a58,x2227,0.94,0.28,0.2,0.51,0.27,True
a58,x2837,0.66,0.38,0.4,0.44,0.68,True
a58,x1739,0.65,0.38,0.4,0.92,0.41,True
a58,x1764,0.93,0.27,0.39,0.86,0.72,False
a58,x212,0.77,0.12,0.32,0.65,0.61,True
a58,x1150,0.77,0.4,0.77,0.3,0.46,True
a58,x2646,0.99,0.46,0.76,0.38,0.62,False
a58,x2428,0.64,0.2,0.22,0.99,0.86,False
a59,x95,0.98,0.29,0.6,0.83,0.38,False
a59,x197,0.62,0.46,0.6,0.95,0.55,True
a59,x2530,0.79,0.14,0.69,0.38,0.49,False
a59,x1897,0.77,0.44,0.27,0.7,0.43,False
a59,x1592,0.82,0.36,0.95,0.66,0.88,True
a60,x2373,0.63,0.12,0.3,0.57,0.85,True
a60,x1923,0.59,0.29,0.47,0.39,0.49,True
a60,x932,0.95,0.49,0.28,0.55,0.21,True
a60,x1790,0.71,0.11,0.39,0.94,0.91,True
a60,x1269,0.82,0.15,0.44,0.6,0.51,True
a60,x831,0.98,0.2,0.93,1.0,0.67,True
a60,x1475,0.78,0.16,0.52,0.66,0.72,False
a60,x1121,0.56,0.4,0.78,0.7,0.53,False
a60,x697,0.6,0.27,0.44,0.46,0.72,False
a60,x2436,0.65,0.15,0.51,0.86,0.5,False
a60,x639,0.92,0.44,0.65,0.97,0.55,False
a60,x668,0.51,0.43,0.63,0.36,0.96,True
a60,x1023,0.62,0.44,0.56,0.83,0.2,True
a60,x2746,0.81,0.21,0.87,0.66,0.45,True
a60,x11,0.67,0.15,0.98,0.7,0.31,True
a60,x945,0.53,0.32,0.55,0.36,0.41,False
a60,x2963,0.96,0.37,0.35,0.71,0.26,True
a60,x462,0.67,0.12,0.4,0.95,0.79,True
a60,x2565,0.82,0.42,0.63,0.95,0.65,False
a60,x2301,0.52,0.15,0.68,0.7,0.85,True
a61,x1919,0.67,0.47,0.32,0.74,0.42,False
a61,x1571,0.72,0.44,0.46,0.71,0.7,False
a61,x1949,0.97,0.49,0.76,0.65,0.51,False
a61,x591,0.99,0.17,0.73,0.68,0.72,True
a61,x2861,0.97,0.39,0.37,0.54,0.43,False
a61,x2665,0.94,0.16,0.73,0.77,0.98,False
a61,x1041,0.81,0.33,0.78,0.88,0.65,True
a61,x1238,0.87,0.48,0.66,0.93,0.5,True
a61,x962,0.65,0.45,0.67,0.84,0.21,False
a61,x482,0.96,0.26,0.28,0.58,0.39,True
a61,x1186,0.66,0.27,0.49,0.78,0.67,True
a61,x2545,0.74,0.11,0.9,0.57,0.82,False
a61,x1098,0.8,0.46,0.35,0.36,0.7,True
a61,x2419,0.68,0.5,0.32,0.63,0.24,False
a61,x396,0.79,0.15,0.64,0.67,0.96,False
a61,x2414,0.99,0.48,0.79,0.94,0.4,True
a61,x489,0.78,0.47,0.49,0.72,0.36,True
a61,x1868,0.96,0.1,0.88,0.91,0.88,True
a61,x2503,0.98,0.2,0.37,0.56,0.26,True
a62,x618,0.53,0.34,0.26,0.97,0.71,True
a62,x1833,0.96,0.24,0.82,0.56,0.95,False
a62,x2426,0.59,0.12,0.92,0.52,0.73,False
a62,x1543,0.85,0.34,0.32,0.88,0.25,True
a62,x704,0.51,0.41,0.91,0.33,0.62,False
a63,x329,0.56,0.5,0.8,0.72,0.78,False
a63,x855,0.77,0.43,0.72,0.42,0.27,False
a63,x1206,0.71,0.43,0.87,0.89,0.42,True
a63,x2164,0.85,0.19,0.83,0.67,0.37,False
a63,x2382,0.98,0.39,0.83,0.67,0.47,True
a63,x1045,0.76,0.22,0.87,0.38,0.37,False
a63,x929,0.95,0.43,0.6,0.81,0.7,True
a63,x1532,0.91,0.26,0.23,0.35,0.85,False
a63,x1800,0.52,0.3,0.5,0.89,0.74,False
a63,x375,0.53,0.45,0.66,0.48,0.37,True
a63,x547,0.76,0.21,0.83,0.89,0.5,False
a63,x2215,0.78,0.15,0.82,0.63,0.76,False
a64,x805,0.67,0.48,0.76,0.89,0.64,False
a64,x79,0.7,0.19,0.63,0.34,0.89,True
a64,x1793,0.54,0.3,0.84,0.45,0.55,False
a64,x720,0.96,0.47,0.54,0.5,0.58,False
a64,x2973,0.65,0.46,0.87,0.66,0.72,False
a64,x1271,0.78,0.24,0.37,0.5,0.81,True
a64,x2538,0.6,0.2,0.58,1.0,0.35,False
a65,x298,0.53,0.47,0.43,0.85,0.73,False
a65,x2033,0.97,0.2,0.56,0.87,0.7,False
a65,x2327,0.51,0.39,0.84,0.89,0.37,False
a65,x1696,0.62,0.34,0.95,0.59,0.4,False
a65,x1662,0.76,0.32,0.29,0.89,0.43,True
a66,x1743,0.58,0.18,0.4,0.71,0.51,True
a66,x1428,0.92,0.13,0.63,0.93,0.9,True
a66,x990,0.53,0.39,0.21,0.61,0.7,True
a66,x771,0.53,0.22,0.59,0.96,0.53,True
a66,x2093,0.54,0.26,0.52,0.34,0.34,True
a66,x2270,0.86,0.27,0.37,0.86,0.29,False
a66,x189,0.94,0.23,0.48,0.66,0.35,True
a66,x1308,0.95,0.44,0.72,0.54,0.95,True
a66,x2173,0.61,0.29,0.3,0.7,0.31,False
a66,x1297,0.58,0.27,0.52,0.63,0.73,True
a66,x1343,0.65,0.47,0.48,0.46,0.97,True
a66,x577,0.57,0.14,0.93,0.88,0.32,False
a66,x784,0.73,0.33,0.33,0.39,0.37,True
a66,x51,0.81,0.34,0.35,0.43,0.34,False
a67,x769,0.94,0.19,0.4,0.44,0.55,False
a67,x1614,0.6,0.18,0.92,0.85,0.72,False
a67,x265,0.94,0.44,0.24,0.53,0.75,True
a67,x1055,0.57,0.44,0.51,0.39,0.45,True
a67,x2225,0.81,0.47,0.58,0.71,0.7,False
a67,x328,0.61,0.16,0.73,0.58,0.94,False
a67,x2193,0.65,0.5,0.31,0.55,0.88,True
a67,x1528,0.83,0.39,0.82,0.99,0.41,False
a67,x2148,0.74,0.32,0.4,0.81,0.24,True
a67,x2936,0.64,0.11,0.7,0.84,0.36,True
a67,x2492,0.89,0.44,0.59,0.39,0.76,False
a67,x1998,0.7,0.16,0.55,0.35,0.91,False
a67,x1230,0.87,0.37,0.48,0.79,0.89,True
a67,x1172,0.6,0.43,0.42,0.77,0.73,False
a67,x199,0.8,0.38,0.75,0.99,0.23,True
a67,x1801,0.72,0.34,0.68,0.3,0.67,False
a68,x2235,0.73,0.23,0.56,0.71,0.8,True
a68,x2269,0.6,0.31,0.52,0.88,0.23,False
a68,x692,0.7,0.31,0.22,0.62,0.55,True
a68,x1025,0.61,0.22,0.27,0.6,0.57,True
a68,x1914,0.94,0.3,0.79,0.77,0.22,True
a68,x2096,0.79,0.14,0.22,0.66,0.35,False
a68,x999,0.59,0.48,0.39,0.6,0.43,False
a68,x1766,0.56,0.49,0.25,0.37,0.79,False
a68,x1630,0.59,0.16,0.59,0.66,0.4,False
a68,x641,0.7,0.14,0.67,0.9,0.81,True
a68,x2971,0.62,0.41,0.32,0.93,0.91,False
a68,x1553,0.99,0.19,0.32,0.67,0.91,False
a68,x242,0.67,0.49,0.54,0.32,0.26,True
a68,x1309,0.61,0.26,0.39,0.53,0.62,False
a68,x1119,0.99,0.38,0.99,0.61,0.63,True
a69,x1227,0.95,0.42,0.55,0.99,0.33,True
a69,x1335,0.73,0.5,0.4,0.85,0.42,False
a69,x320,0.84,0.48,0.61,0.53,0.37,False
a69,x557,0.55,0.21,0.61,0.95,0.39,True
a69,x2956,0.71,0.49,0.6,0.86,0.98,False
a69,x2422,0.63,0.48,0.27,0.91,0.52,True
a69,x1923,0.8,0.47,1.0,0.33,0.38,True
a69,x2034,0.86,0.31,0.75,0.68,0.65,True
a69,x343,0.69,0.31,0.95,0.57,0.46,False
a69,x1860,0.97,0.46,0.87,0.35,0.94,True
a69,x445,0.55,0.24,0.33,0.44,0.29,False
a69,x290,0.9,0.45,0.39,0.72,0.26,False
a70,x478,0.5,0.3,0.34,0.56,0.72,True
a70,x217,0.94,0.29,0.59,0.35,0.88,False
a70,x1656,0.5,0.24,0.44,0.33,0.97,False
a70,x1068,0.64,0.22,0.21,0.79,0.93,True
a70,x429,0.86,0.35,0.37,0.54,0.39,False
a70,x93,0.68,0.13,0.31,0.82,0.87,True
a70,x1310,0.55,0.39,0.77,0.34,0.78,True
a70,x1472,0.81,0.36,0.21,0.44,0.89,True
a70,x626,0.65,0.16,0.96,0.49,0.7,False
a70,x1916,0.69,0.28,0.88,0.59,0.64,True
a70,x714,0.63,0.12,0.3,0.99,0.41,True
a70,x1130,0.6,0.46,0.9,0.65,0.27,True
a70,x439,0.81,0.46,0.46,0.64,0.26,True
a70,x2809,0.54,0.41,0.52,0.55,0.58,True
a70,x630,0.59,0.4,0.61,0.54,0.87,True
a71,x117,0.89,0.15,0.71,0.9,0.48,True
a71,x1324,0.84,0.31,0.89,0.63,0.88,False
a71,x1769,0.89,0.36,0.83,0.81,0.76,False
a71,x2352,0.78,0.39,0.44,0.79,0.35,False
a71,x1627,0.94,0.39,0.26,0.88,0.38,False
a71,x2952,0.98,0.12,0.67,0.62,0.61,False
a71,x2320,0.66,0.26,0.38,0.78,0.36,True
a71,x589,0.9,0.15,0.27,0.45,0.28,False
a71,x2026,0.52,0.19,0.44,0.75,0.95,False
a72,x2041,0.82,0.48,0.75,0.61,0.54,True
a72,x1361,0.89,0.34,0.62,0.64,0.79,False
a72,x2459,0.81,0.47,0.57,0.99,0.72,True
a72,x913,0.91,0.23,0.47,0.62,0.27,False
a72,x2011,0.63,0.33,0.97,0.76,0.51,False
a72,x398,0.81,0.32,0.31,0.45,0.36,False
a73,x2639,0.98,0.23,0.93,0.3,0.23,True
a73,x1688,0.53,0.41,0.52,0.51,0.44,False
a73,x1201,0.52,0.32,0.21,0.71,0.52,False
a73,x529,0.52,0.3,0.99,0.65,0.48,False
a73,x2900,0.58,0.21,0.8,0.98,0.42,True
a73,x2338,0.73,0.32,0.57,0.4,0.28,True
a73,x1306,0.54,0.16,0.84,0.65,0.26,False
a73,x1506,0.69,0.25,0.24,0.92,0.58,True
a73,x1468,0.73,0.45,0.57,0.85,0.25,False
a73,x2226,0.97,0.25,0.91,0.47,0.64,False
a73,x2891,0.75,0.31,0.92,0.51,0.84,True
a73,x1300,0.82,0.32,0.32,0.93,0.29,True
a73,x2214,0.59,0.19,0.91,0.31,0.76,False
a73,x2453,0.85,0.32,0.55,0.42,0.97,True
a73,x250,0.53,0.14,0.68,0.82,0.28,False
a73,x2680,0.93,0.25,0.56,0.56,0.61,True
a73,x1794,0.96,0.31,0.49,0.56,0.38,False
a73,x2142,0.93,0.11,0.21,0.33,0.43,False
a73,x1676,0.92,0.48,0.36,0.3,0.79,True
a73,x1317,0.92,0.45,0.25,0.7,0.65,False
a74,x1785,0.55,0.18,0.7,0.68,0.34,False
a74,x1264,0.83,0.38,0.97,0.7,0.2,False
a74,x590,0.6,0.31,0.45,0.91,0.78,True
a74,x2216,0.97,0.14,0.5,0.7,0.3,True
a74,x1519,0.64,0.21,0.31,0.78,0.26,False
a74,x2845,0.55,0.36,0.76,0.36,0.75,True
a74,x1778,0.63,0.34,0.6,0.83,0.64,False
a74,x192,0.76,0.36,0.45,0.31,0.99,True
a74,x1759,0.53,0.13,0.58,0.79,0.94,True
a74,x1668,0.93,0.14,0.9,0.75,0.25,True
a74,x2747,0.96,0.42,0.87,0.36,0.91,False
a74,x1836,0.99,0.11,0.53,0.43,0.93,True
a74,x1946,0.79,0.14,0.79,0.7,0.95,False
a75,x2044,0.98,0.46,0.98,0.41,0.36,False
a75,x1844,0.71,0.43,0.96,0.68,0.54,True
a75,x505,0.87,0.24,0.39,0.85,0.67,True
a75,x78,0.55,0.17,0.68,0.4,0.66,False
a75,x526,0.59,0.2,0.47,0.54,0.58,False
a75,x185,0.88,0.31,0.9,0.41,0.66,True
a75,x402,0.54,0.4,0.98,0.3,0.97,False
a76,x677,0.76,0.17,0.98,0.59,0.26,False
a76,x624,0.68,0.36,0.3,0.92,0.71,True
a76,x1242,0.94,0.23,0.82,0.41,0.82,False
a76,x619,0.85,0.48,0.91,0.31,0.96,True
a76,x1124,0.67,0.19,0.55,0.35,0.7,False
a76,x1635,0.66,0.33,0.87,0.97,0.2,True
a76,x2300,0.58,0.21,0.77,0.67,0.57,True
a76,x229,0.98,0.17,0.69,0.36,0.7,True
a76,x1980,0.7,0.15,0.9,0.64,0.66,True
a76,x963,0.56,0.21,0.52,0.87,0.87,False
a76,x1419,0.78,0.4,0.22,0.52,0.7,False
a76,x2462,0.93,0.32,0.83,0.86,0.25,True
a76,x1738,0.94,0.46,0.4,0.37,0.32,False
a76,x2491,0.74,0.27,0.34,0.35,0.32,False
a77,x1732,0.82,0.21,0.83,0.91,0.24,False
a77,x2451,0.67,0.37,0.49,0.62,0.88,True
a77,x291,0.61,0.12,0.77,0.78,0.9,True
a77,x693,0.97,0.46,0.27,0.45,0.32,False
a77,x9,0.52,0.12,0.98,0.68,0.31,True
a77,x133,0.56,0.42,0.47,0.44,0.45,False
a77,x2086,0.63,0.21,0.96,0.8,0.97,True
a78,x173,0.86,0.14,0.76,0.34,0.89,False
a78,x1897,0.52,0.4,0.62,0.47,0.84,False
a78,x1784,0.69,0.42,0.24,1.0,0.4,True
a78,x2736,0.83,0.17,0.37,0.4,0.38,False
a78,x1261,0.84,0.15,0.7,0.48,0.21,True
a78,x318,0.84,0.12,0.99,0.81,0.38,False
a78,x585,0.78,0.18,0.7,0.83,0.81,False
a78,x646,0.6,0.47,0.57,0.31,0.6,True
a78,x458,0.54,0.49,0.62,0.97,0.32,True
a78,x897,0.53,0.47,0.64,0.67,0.67,True
a79,x1273,0.76,0.25,0.76,0.56,0.77,True
a79,x1852,0.81,0.49,0.36,0.99,0.34,False
a79,x1298,0.66,0.3,0.53,0.34,0.86,False
a79,x347,0.67,0.31,0.66,0.81,0.89,True
